ID,Answer
384,貝拉明
385,
386,雙循環泵
387,1809年
388,德國和日本國內市場狹小而無法發展
389,32年
390,先使用大量優勢兵力向西擊敗法國然後再掉頭往東對付俄國，然而德國總參謀長小毛奇卻害怕德軍在東線戰線上沒有足夠兵力應付俄國
391,從人文角度看，下薩克森邦幅員遼闊
392,伯克制
393,受到材料與設計的影響
394,國家起源說
395,路易·巴斯德
396,大里區
397,宣統三年九月十九日
398,1991年
399,
400,第二次工業革命
401,突厥語
402,哈雷阿卡拉國家公園
403,坎貝爾
404,8小時
405,樂壇女王
406,民國16年
407,國立廣東大學
408,亞伯拉罕諸教
409,六億七千多萬美金
410,妖怪
411,專家
412,中文
413,溫度的不同硫-34
414,非常混亂
415,阿爾泰語系
416,清太宗
417,信陽
418,1000多年
419,美國空軍
420,質能等價的關係：能量=質量
421,科技
422,馬港天后宮宮
423,東方帝國
424,七屆四中全會
425,15米
426,蘇丹
427,驍騎尉
428,[UNK]左右
429,2005年9月
430,
431,那拉氏
432,辛酉政變
433,銅的礦物
434,統一企業
435,2456293.520833
436,生物學
437,陳誠
438,孫中山
439,與德國單獨媾和
440,德國工業
441,九一八事變
442,1978年
443,沙洛克維克夫
444,680.48
445,莫比爾
446,嘉義市
447,對保護農業生產
448,肺呼氣機制
449,五角星
450,匈奴人
451,航海工業
452,阿29
453,匿蹤性能較佳
454,
455,1945年
456,一條簡單的直線
457,昆明城巴
458,伯克制
459,臺南州
460,腓力二世
461,南緯30度。其主要分布於大陸內陸區
462,1867年
463,大滿貫男子單打比賽
464,中華人民共和國
465,保守派
466,[UNK]++
467,高[UNK]
468,1912年
469,1982年
470,七年
471,奧地利
472,貝爾實驗室
473,梁朝偉
474,吳三連
475,1918年
476,米勒
477,1月8日
478,掃雷艇
479,海都之亂
480,多黨制
481,15年
482,80年代
483,波你尼
484,東晉時期
485,線傳飛控
486,光明星4號
487,烏孜別克人
488,2555公里
489,國共內戰
490,118年
491,茲維亞德·加姆薩胡爾季阿
492,以避免造成路口交通不暢
493,燃氣輪機
494,荀子
495,清朝
496,1935年
497,聯營公車
498,將傳統的靜穩定推向靜不穩定設計
499,中國政法大學
500,瓜拿納
501,二戰時期
502,分光鏡的觀測暗示埃歐的表面沒有水冰；同樣的觀測亦表面主要的成分是鈉鹽
503,中國的古代典籍《山海經》、《封神演義》、《西遊記》、《聊齋誌異》的深刻影響，在江戶時代
504,民國4年12月25日
505,文森特
506,1972年斯德哥爾摩聯合國人類環境會議的議題，有114個國家出席。會議成立了聯合國環境署及之後1992年
507,社會主義最終實現共產主義
508,貝爾根
509,太白，號青蓮居士
510,朱棣
511,《財富
512,休伯特•漢弗萊
513,小選舉區制
514,科索沃
515,抗議活動
516,自由放任
517,綠色工業
518,四年
519,段祺瑞
520,喬治麥高文參選，麥高文以他鮮明的反戰立場為號召，主張立即從越南撤軍，並保障所有美國人的最低收入。麥高文試圖對抗尼克森的政策，但卻被他搭檔競選的夥伴湯瑪斯伊格頓
521,萊萊
522,1925年
523,蝸頂
524,戰後1950年代
525,5.7
526,小型雷達測距儀
527,2002年
528,天然氣
529,軍事冒險主義
530,提供優先機會
531,整理遺產
532,生殖器官
533,經濟建設
534,《實業部組織法》
535,
536,殖民政策
537,帕吉勒提河
538,西南美麗的地方
539,天空的遼闊高遠，以表現「天」的至高無上
540,開羅
541,1932年
542,香港
543,1955年
544,多倫多運輸局
545,前23年
546,柵欄
547,1910年
548,法國民意
549,狄拉克
550,唐太宗
551,健康寫實電影
552,1956年7月
553,天狼星
554,中生代
555,伊爾庫茨克國立大學
556,鐵木真
557,32753人
558,1789年
559,兩個
560,臺灣省臺北市
561,大韓民國成立後，南韓人認為日占時期
562,張冠李戴地誤將藝聲
563,馬[UNK]
564,總兵官
565,阿普列尤斯
566,高速線哈大客運專線
567,漢風魏韻
568,自然科學
569,反文化運動
570,英國
571,郭沫若
572,轟炸機
573,夜間攔截任務
574,義大利
575,中世紀
576,聽放線，終止於大腦聽皮層
577,刺史
578,18個
579,至元二十九年
580,自由派
581,
582,陶瓷
583,1980年代
584,阿爾薩斯
585,法屬路易斯安那
586,1918年
587,魯斯蒂謙記錄的《馬可·波羅遊記
588,9年
589,玫瑰盃
590,1941年2月1日
591,101公里
592,國務院常務會議
593,低倍率
594,喬治亞共和國
595,1943年
596,逐步升級
597,陰道
598,聯邦制
599,韓國
600,有民權運動
601,希臘
602,瀕危物種
603,史都華的繼子羅納德·麥克林海軍陸戰隊
604,公民權
605,智慧地使用冷氣
606,極端大陸性氣候
607,金華
608,1928年
609,定向天線
610,霍布斯
611,1897年
612,中山盛產海鹽
613,南漢宸為主任的中國人民銀行籌備處
614,市場分析
615,上海南站
616,2006年
617,家庭喜劇片
618,同性婚姻者
619,婦女
620,反對建文帝削藩
621,
622,朱熹
623,社會民主黨，9位來自自由民主黨
624,傳播色情
625,電穿孔細胞
626,大連
627,第五區
628,最古老的活躍軍事單位
629,1982年
630,漢武帝
631,東地區
632,企圖分裂中華民國
633,義大利
634,西方文明開始衝擊朝鮮半島
635,常[UNK]
636,1936年
637,預言
638,非商用
639,五桂山
640,日本竹[UNK]魚
641,嘉義市
642,三級產業以43.2%領先製造業
643,29個
644,27年
645,10月23日
646,人傳》
647,漢字詞
648,第二次世界大戰
649,5000噸級
650,君士坦丁堡城
651,2015年年底前
652,古漢語
653,22年
654,阿列克修斯三世的女婿阿列克修斯·杜卡斯
655,汪達爾人
656,喜馬拉雅山脈
657,1937年
658,1964年
659,16世紀末
660,油氣開發
661,國際航空聯合會定義在100公里的高度
662,明孝宗
663,阿圖什地方，經常有來自周邊地區
664,
665,1925年
666,照射紫外線
667,九一八事變
668,春秋時
669,犧牲熊的儀式，一隻熊被箭射進肺部致死
670,閩江口
671,1899年
672,牟定縣
673,聖武記
674,
675,
676,「殖民主義
677,奧德
678,370千米，南北寬170千米
679,2000公厘
680,調動人民勞動的積極性
681,麥克萊倫將軍卻與原先設定的溫和派政策不合，結果大多數好戰派民主黨人都投給了林肯。1865年內戰結束後不久，林肯遇刺身亡，其副總統安德魯約翰遜繼任總統，雖然約翰遜
682,赤城鎮政府街1號
683,纖維心包
684,羅非魚
685,潘普洛納
686,長白山優質天然礦泉
687,1848年
688,臺灣府志
689,杜林
690,第265任
691,一盤中戰至6比6時
692,39年
693,錯誤印刷
694,亞歷山大漢密爾頓
695,超新星
696,全斗煥
697,2007年
698,小熊
699,索馬利亞政府司法系統
700,382年
701,軍隊編制問題
702,劉銘傳
703,韓國
704,1
705,何韻詩
706,1923年
707,畢達哥拉斯
708,2009年
709,湘西土家族苗族自治州
710,許貢
711,阿拉伯咖啡的咖啡因含量通常比中果咖啡
712,北魏孝文帝
713,李定國
714,22條
715,公共健康與醫學
716,《新基本法令》
717,1962年
718,建文四年
719,列寧及蘇聯革命
720,奧匈帝國
721,突厥汗國
722,白矮星
723,咖啡因
724,[UNK]騎大將軍司馬元顯下令討伐荊州刺史桓玄，並以劉牢之為前鋒。桓玄率軍兵臨建康時，劉裕請求進攻，但劉牢之不肯，反而想叛歸桓玄。劉裕當時與何無忌極力諫止但都無效，劉牢
725,階梯狀
726,漳州人
727,6個小時
728,1866年
729,憲法
730,嚴濟慈
731,90年代
732,金日成
733,41539國際元
734,吉爾·德·萊斯男爵
735,西班牙瓦倫西亞
736,1787年
737,朱元璋
738,復仇
739,1898年
740,守舊派
741,
742,端敬王后
743,中生代
744,約瑟夫史達林
745,中華人民共和國
746,
747,人口增加
748,蘇聯
749,《中華人民共和國國務院組織法》第八條
750,維多利中心
751,主序帶上恆星
752,嚇阻鳥群
753,華人富有、加上不少華人傾向中共，各國為推行反共政策
754,2.7％
755,日本
756,分子雲內部
757,鮮卑部落
758,鮑德溫伯爵
759,1918年
760,1939年
761,
762,巴黎條約
763,1984年
764,麥迪遜分校
765,乾燥的時候
766,麻赫穆德·喀什噶里
767,帕拉多霍祭壇組雕
768,資格賽賽制
769,周昂駿
770,2000年10月
771,13世紀
772,三監之亂
773,周恩來
774,
775,至元十三年
776,列如
777,60年代
778,圖西族
779,聖餐持紀念說
780,自殺者
781,《三國志
782,低倍率望遠鏡
783,長沙太守
784,熱遲滯現象
785,2002年
786,上海
787,比利時
788,濃硫酸
789,每一種事物都是由原子所組成的
790,兄弟國的盟約
791,2010年
792,二氧化硫
793,1979年
794,義大利
795,江南社會
796,卡拉恰伊湖
797,宋理宗
798,汪達爾-阿蘭王國，阿蘭王國
799,南京
800,共和黨
801,日本
802,二戰的爆發
803,1976年
804,上海
805,1949年
806,提姆·柏內茲李
807,階級社會
808,1946年4月20日
809,部隊局
810,1449年
811,1970年
812,隆武帝
813,第一次世界大戰
814,孫叔敖造田興水
815,吉爾·德·萊斯男爵
816,雙汗制
817,482年
818,恐怖份子刺殺的林肯總統
819,中華全國體育協進會
820,外在的因素造成光度的變化，像是食雙星，還有極端的情形是由恆星自轉
821,《武狀元蘇乞兒
822,1956年
823,《產假和保護婦女兒童權利法》
824,為菲律賓富商工作的工資遠高於在港工作
825,中華民國國軍
826,夫餘國
827,人民頻繁的遷移
828,公元7世紀
829,網際網路版權問題的存在，往往被禁止的作品可以在網上免費收看。對於境外節目，當局有一套嚴密的制度用以保證阻止國外的「不良內容」進入，對境外落地的信號實施地面頻道干擾
830,
831,匈牙利
832,1979年
833,高句麗
834,寧都會議
835,
836,相約成俗
837,大戰期間，全國的科學家與工程學家聚集在1940年
838,妖怪學
839,1987年
840,基督教
841,汾河
842,漢卿
843,汪精衛
844,陳平順
845,緻密星
846,加洛林王室
847,整個站體都位於天橋上
848,1950年
849,聯合國大會因此在1946年11月19日通過35號決議
850,青銅時代
851,天皇
852,朝鮮白頭山
853,
854,2014年
855,羅馬帝國
856,重力
857,第一目擊者
858,擔心引起教會勢力的強烈反彈
859,1988年
860,韓國
861,王孝通
862,圖西族
863,法文老師
864,阿瓦魯阿所在的最大島拉羅東加島
865,廉興
866,基因特質
867,印地語
868,貝拉明
869,清康熙帝
870,農民先在某塊田中培育秧苗
871,13小時
872,43年
873,地質類學科專業
874,中國科學技術大學副校長
875,咖啡因
876,狄奧多西
877,2000年6月
878,高速公路形成的「一日生活圈
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,硫化物
883,供應服務過多
884,1910年革命
885,洛邑
886,向社會出賣自己的智力創造謀取生活資料
887,杜慧度
888,憲政改革
889,英國
890,斯塔福德郡
891,義熙十四年
892,劉少奇
893,1922年
894,大學4年。小學和初中在韓國是免費義務教育
895,尚未開化的文化現象，因此妖怪是不存在的，它代表著一切非理性力量的總合。另一種是從文化人類學、民俗學的角度來看待妖怪，從聚落共同體的農業時代
896,東德使館
897,1573年
898,1989年
899,質量大於0.4太陽質量
900,顯微注射
901,馬可波羅
902,新羅馬
903,滬寧鐵路
904,離岸人民幣
905,《倫敦條約》
906,第三次
907,生育自主權
908,大質量的恆星燃燒燃料的速度快，生命期
909,加拿大軍隊
910,120天
911,1950年代
912,文藝復興運動
913,
914,文藝復興式
915,楚州人
916,1590年
917,1989年
918,埃姆斯蘭到博特羅普
919,民主德國廣播電台
920,最遙遠
921,1584年
922,
923,媒體維基
924,
925,2000年
926,67個
927,1月21日
928,1884年
929,
930,黑龍江
931,私立大學
932,三座
933,早期韓國華僑的聚集所在
934,北燕馮跋
935,林紹良
936,汪大淵
937,漢字詞在數量上要占到韓語詞彙一半以上。外來語是指從中國以外的其他國家借鑑過來的詞語，以英語
938,[UNK]稻
939,宋真宗
940,50%
941,美國聯邦調查局以及當時的約翰·胡佛局長
942,9月
943,由於其副汗或小汗多帶有伊利的的稱號
944,唐德剛
945,路易十四
946,韓國
947,0.07個
948,閩南人
949,28年
950,李煥之
951,公共汽車
952,精子的細胞核會進到卵子
953,石排灣
954,正教
955,八角鼓
956,失敗者的和平
957,文化大革命
958,1642年
959,徐載弼
960,蒙哥
961,
962,芝加哥大學
963,船業
964,收放式起落架
965,紐格威森林
966,2012年
967,拿破崙
968,
969,166年
970,科學
971,資本主義經濟體，政府在經濟體系內扮演的角色逐步縮小。實施市場經濟
972,1963年
973,亞歷山大六世
974,1919年
975,悼念周恩來集會
976,
977,1958年底
978,前趙將幽州設在北地郡，後秦將冀州設在蒲板，南燕將徐州設在莒縣等。由於一些國家採胡漢分治的制度
979,涵元門
980,郭沫若
981,漢文
982,12次
983,科學社會學
984,1138公頃
985,《中華人民共和國村民委員會組織法》
986,荷蘭
987,聯合國專家
988,《少林足球》
989,內陸地區
990,國大黨
991,白[UNK]紀滅絕事件
992,權色交易
993,共同祖先說
994,1252年
995,元朝
996,1929年
997,
998,鐵製蒸汽船
999,文森特
1000,環境保護主義
1001,詹姆士·麥迪遜
1002,1955年
1003,蘇聯紅軍
1004,
1005,1991年
1006,甘迺迪政府學院
1007,−26.7
1008,修道主義
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,1960年
1013,國務委員會委員長
1014,紐約尼克
1015,預付的模式
1016,文化大革命後學校
1017,100萬
1018,發動機
1019,匈奴
1020,9月6日
1021,貴族等級制度相關記載及歷史遺留。如歷史上日本的皇室、公家分謂；朝鮮的兩班制度；中國
1022,工程化核酸酶
1023,伊薩克二世
1024,統帥
1025,外部刺激
1026,麥克阿瑟
1027,
1028,武漢行營副主任
1029,為了躲避戰亂
1030,朝鮮半島
1031,64%
1032,馬爾吉特
1033,收集帝國內部民族的重要消息
1034,1826年
1035,漢字詞
1036,三人團
1037,舊石器時代
1038,166年
1039,荀子
1040,集團軍
1041,半日制學堂
1042,網際網路版權問題的存在
1043,愷撒
1044,朝鮮語
1045,倫敦霍洛威
1046,佛教
1047,烏爾蘇拉
1048,1964年
1049,南方超大陸
1050,與中共的任何政治現狀的改變在臺灣都是最缺乏民意基礎與政治市場的選項。2010年12月，行政院大陸委員會所作的的民意調查，高達87.3%的絕大部分臺灣民眾認為應該維持現狀
1051,挪威
1052,越戰
1053,軍事介入失敗
1054,
1055,英國
1056,李紳
1057,
1058,四帝共治制
1059,1060公釐
1060,1941年
1061,唐軍
1062,荊州劉表
1063,慶元
1064,北平綏靖公署主任張學良轉任軍事委員會北平分會副委員長
1065,
1066,石油危機
1067,秦朝
1068,奧斯陸峽灣
1069,1920年
1070,硫代硫酸氨
1071,《金雲翹傳
1072,89萬人
1073,1912年
1074,1627年
1075,區域性污染
1076,羅德城
1077,唐生智
1078,夏季
1079,板橋地方法院
1080,戴克里先
1081,6世紀
1082,98所
1083,甘肅省
1084,決勝局
1085,1所
1086,義大利耶穌會
1087,一個
1088,破四舊
1089,三次
1090,為了獲得大寧地區的駐牧權
1091,俗語
1092,郭松齡
1093,爆炸性
1094,邊督辦公署
1095,17世紀初
1096,1968年
1097,大型化
1098,1932年
1099,吉田定房
1100,世稱恭順
1101,河川
1102,二戰
1103,早就難以為繼的財產資格限制
1104,南越國
1105,汗位取得不合法
1106,奧東·德拉羅什
1107,莊士敦道
1108,帕塔普斯科河
1109,1945年
1110,義熙十一年
1111,政府資助研究項目
1112,芬蘭的赫爾辛基
1113,《男人四十》
1114,羅馬帝國
1115,1801年穀神星被發現；1846年
1116,辛亥革命
1117,李白
1118,合會朱陸
1119,傑弗里·德維爾阿杜安
1120,阿拉伯半島
1121,
1122,加州尤巴城
1123,君主
1124,天下人
1125,外蒙古
1126,提姆·柏內茲李
1127,朱序
1128,石油危機
1129,教育產業化
1130,1992年
1131,康拉德·阿登納
1132,山東半島
1133,聖奧古斯丁
1134,大約公元185年
1135,弱勢群體
1136,大正天皇
1137,四牌樓紀念基金」。另外，西區圖書館
1138,北齊
1139,義輝
1140,道格拉斯在民主黨的提名大會上沒能取得三分之二的提名票數
1141,中華人民共和國衛生部
1142,信奉錫克教的印度政府領導人
1143,斯拉夫人
1144,第4
1145,聯邦制
1146,1799年
1147,加勒比海地區，處於波多黎各
1148,法國
1149,七月初四
1150,德國
1151,329440元銀元
1152,34年
1153,50元
1154,中華民國
1155,9局
1156,秧苗
1157,七個
1158,周恩來
1159,卡加梅
1160,一千多年
1161,印度教
1162,[UNK]
1163,財務分析工具
1164,自然
1165,海軍中尉
1166,德川家康
1167,空射火箭
1168,1836年
1169,農業省敘利亞
1170,城市計
1171,德里克·羅勃茲
1172,伊斯蘭教
1173,印度
1174,
1175,滬昆高速公路
1176,13小時
1177,法國
1178,歐德謨
1179,道本頓
1180,通州張家灣
1181,融合史劇
1182,《血盟救國軍軍歌》
1183,廣州
1184,聽診器
1185,
1186,唯泰主義
1187,1970年代浙江河姆渡遺址的七千年前稻穀的出土、1993年中美聯合考古隊在湖南道縣玉蟾岩發現了世界最早的距今約8200年
1188,《海峽兩岸服務貿易協議
1189,阿速特部
1190,自由主義
1191,1874年
1192,每一聲波周期
1193,卡斯特拉
1194,李克強
1195,河東道
1196,這些因素
1197,米利都
1198,熱帶稀樹草原
1199,韓國
1200,代替太原綏靖公署職權
1201,63個
1202,46公里
1203,十六世紀
1204,帕多瓦大學
1205,周宣王時期
1206,吉隆坡
1207,1885年
1208,軍事防衛
1209,發展局
1210,二氧化硫
1211,北京電視台
1212,[UNK]州縣
1213,十月革命
1214,英國
1215,美國大學協會
1216,
1217,日本關東軍
1218,開京
1219,美國大蕭條時期
1220,財政危機
1221,伊薩克
1222,明文
1223,蔣介石
1224,全印穆斯林聯盟
1225,受通古斯人壓力
1226,喇嘛教
1227,鎌倉時代
1228,主序帶上的恆星，最低層的大氣是色球層，針狀體和閃焰會出現在這兒。包圍在外面的是過渡區，溫度在不到100公里的距離
1229,建設中國特色社會主義
1230,劉裕
1231,傳統基督教教
1232,丹都洛總督
1233,佛教
1234,中世紀時期大分裂的社會有共同點，貴族擁有爵位、領地，在自己的領地內作為君主，而同時又對高一等級的君主效忠服役。其代表性制度為周代
1235,東正教，少數信仰伊斯蘭教
1236,臺北市
1237,鄧小平
1238,南斯拉夫
1239,武陵、零陵四郡。後孫權將南郡借給劉備。同時在建安十五年，孫權取得了交州。在劉備取蜀之後，孫權謀求奪取荊州
1240,殺蟲
1241,法國大革命
1242,自由韓國黨
1243,日本
1244,二十世紀
1245,消極防禦戰略
1246,德國
1247,1898年
1248,義大利汽車之都
1249,
1250,工作心肌細胞和自律心肌細胞
1251,在軌道上驅動列車
1252,聖喬治拉丁文學校
1253,23年
1254,1948年12月1日
1255,武宗系
1256,
1257,魏博拉盧比民達行業工會
1258,文章奧府
1259,細胞之間轉換基因
1260,非洲
1261,瓊州海峽
1262,安德魯約翰遜
1263,普林斯頓大學
1264,83年
1265,釣魚台國賓館
1266,伊達政宗
1267,解釋恆星內部和恆星演化的模型被成功的發展出來；恆星光譜也因為量子物理學的進展
1268,3年
1269,美國聯邦儲備委員會
1270,潘章
1271,班傑明·富蘭克林
1272,高雄
1273,第二代
1274,日美神奈川條約
1275,北京
1276,由八個硫原子組成的環
1277,哈利里德
1278,較為普遍的共通點
1279,柏拉圖
1280,波蘭人
1281,千島湖事件
1282,英祖四年
1283,改良式腳踏車
1284,給我一個膠帶
1285,三個
1286,1830年
1287,全球資訊網
1288,八月
1289,被歸入的上層學科認知科學
1290,廣州話
1291,傑瑞·威斯特
1292,粳稻
1293,挪威
1294,1800個
1295,中國郵政集團公司
1296,清朝沒有誠意
1297,「我們就是人民！
1298,安納托利亞人
1299,川上浩二郎
1300,1913年
1301,使命乎合土地撥贈法案
1302,國王士瓦本
1303,洛杉磯快艇
1304,腓力五世精神上的缺憾
1305,牡丹峰樂團
1306,印度
1307,3座
1308,周敦頤
1309,
1310,朱利烏斯·凱撒
1311,「豫
1312,1919年3月1日
1313,1133515人
1314,喃字
1315,排灣族
1316,牛津大學
1317,普選制度
1318,李氏王朝
1319,2015年
1320,1995年
1321,民主黨
1322,秧苗
1323,
1324,488年
1325,病態賭徒
1326,
1327,科學界
1328,黃中理
1329,《雅爾達協定》
1330,瑞士
1331,1905年
1332,美國
1333,較便宜的鐵
1334,拿破崙
1335,廣東省
1336,玫瑰盃
1337,羅馬法
1338,心理學
1339,希臘
1340,拉丁字母
1341,《中俄密約
1342,
1343,聯邦和各成員單位的雙重國籍
1344,24英吋克拉克望遠鏡
1345,生物質
1346,秘書處
1347,就地掩埋稻草
1348,66種
1349,
1350,印度
1351,視錐細胞
